"progress","duration","qualtrics_id","id","doi","d_filter","d_synth","c_filter","comments","cr-1","cr-1-1	","cr-1-2","cr-3","cr-3-text","cr-4","cr-4-text","cr-f-1","cr-f-2","cr-f-1-1","cr-a-1","cr-a-2","cr-i-1","cr-i-2","cr-i-3","cr-i-4","cr-r-1","cr-r-2","cr-r-3","cr-r-1-1","dr-1","dr-1-1","dr-1-2","dr-1-2-1","dr-2","dr-2-1","dr-f-1","dr-f-2","dr-f-3","dr-f-1-1","dr-a-1","dr-a-2","dr-i-1","dr-i-2","dr-r-1","dr-r-2","dr-r-3","dr-r-1-1"
"100","637","R_32ha2D2oJuLjNqP","128","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2244550","Yes","No","Yes","","Yes","GitHub","https://github.com/HPSCIL/mcRPL/tree/master","","","","","No","Yes","","No","Yes","Yes",NA,"Unclear","No","Yes",NA,NA,"GPL-3.0","Yes","https://github.com/HPSCIL/mcRPL/tree/master/TestData","","","No","","No","Yes",NA,"","No",NA,NA,NA,"Yes","Yes","Yes","GPL-3.0"
"100","528","R_3McirVZMPq3r24W","129","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2234959","Yes","No","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.21813048.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.21813048.v1","Unclear","Yes","Yes","Yes","No","No","Yes","Unclear","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.21813048.v1","","","Yes","https://doi.org/10.6084/m9.figshare.21813048.v1","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.21813048.v1","Unclear","Yes","No","No","Yes","Yes","No","CC BY 4.0"
"100","510","R_3GNJG7umnFlAa2t","130","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2234001","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.21176320.v3","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.21176320.v3","Unclear","Yes","Yes","No","No","No","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.21176320.v3","Yes","https://doi.org/10.6084/m9.figshare.21176320.v3","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.21176320.v3","Unclear",NA,NA,NA,"Yes",NA,NA,"CC BY 4.0"
"100","269","R_3PvQWvRSvlhwJMd","131","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2231044","No","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.21951047.v4","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.21951047.v4","Unclear","Yes","Yes","Yes","Yes","No","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.21951047.v4","","","","","","","","","","","","","","","","","",""
"100","359","R_3txUhNqM4KJb6OL","132","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2239307","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.20101202.v2","","","Unclear, specify why",NA,"Yes","Yes","https://doi.org/10.6084/m9.figshare.20101202.v2","Unclear","Yes","Yes","No","No","No","Yes","Unclear","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.20101202.v2","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.20101202.v2","Unclear",NA,NA,NA,"Yes","No","No","CC BY 4.0"
"100","426","R_3KHEoZESZVqLIch","133","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2224421","Yes","No","Yes","","Yes","OSF","10.17605/OSF.IO/5UGRE","","","","","Yes","Yes","10.17605/OSF.IO/5UGRE","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","","Yes"," https://doi.org/10.17605/OSF.IO/5UGRE","","","Yes"," https://doi.org/10.17605/OSF.IO/5UGRE","Yes","Yes","Yes","10.17605/OSF.IO/5UGRE","Unclear","Unclear","No","No","No","No","Yes",""
"100","298","R_78HRDGxZV36uoql","134","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2219288","Yes","Yes","Yes","","Yes","github","https://github.com/HPSCIL/mcRPL","","","Yes,Unclear, specify why","clear steps","Unclear","No","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","GNU General Public License v3.0","Yes","https://github.com/HPSCIL/mcRPL","","","Yes","https://developer.nvidia.com/cuda-gpus","Yes","Yes","Yes","https://developer.nvidia.com/cuda-gpus","Yes","Yes","Yes","Unclear","Yes","Yes","Yes","GNU General Public License v3.0"
"100","668","R_7bTd3CTmASC2VHZ","135","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2209811","Yes","Yes","Yes","","Yes","osf","https://osf.io/5ugre/","","","Yes,Unclear, specify why","clear steps","Yes","Yes","https://osf.io/5ugre/","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://www.usgs.gov/3d-elevation-program","","","Yes","https://www.usgs.gov/3d-elevation-program","Yes","Yes","Yes","https://doi.org/10.17605/OSF.IO/5UGRE","Yes","Yes","Yes","Yes","Unclear","Yes","No",""
"100","404","R_7ExW1qyYBBdbVFE","136","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2213869","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Data_and_code_used_for_the_work_entitled_Content-location_relationships_a_framework_to_explore_correlations_between_space-based_and_place-based_user-generated_content_/19307936?file=38183106","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/Data_and_code_used_for_the_work_entitled_Content-location_relationships_a_framework_to_explore_correlations_between_space-based_and_place-based_user-generated_content_/19307936?file=38183106","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Data_and_code_used_for_the_work_entitled_Content-location_relationships_a_framework_to_explore_correlations_between_space-based_and_place-based_user-generated_content_/19307936?file=38183106","","","No","","Yes","No","No","https://figshare.com/articles/dataset/Data_and_code_used_for_the_work_entitled_Content-location_relationships_a_framework_to_explore_correlations_between_space-based_and_place-based_user-generated_content_/19307936?file=38183106","Yes","No","No","No","Yes","Yes","No","cc by 4.0"
"100","268","R_7gRvjlappPt8KkU","137","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2217443","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Efficient_and_scalable_DBSCAN_framework_for_clustering_continuous_trajectories_in_road_networks/21357957","","","Unclear, specify why","Only key steps are presented.","Yes","No","https://figshare.com/articles/software/Efficient_and_scalable_DBSCAN_framework_for_clustering_continuous_trajectories_in_road_networks/21357957","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","cc by 4.0","Yes","https://figshare.com/articles/software/Efficient_and_scalable_DBSCAN_framework_for_clustering_continuous_trajectories_in_road_networks/21357957","","","No","","Unclear","No","No","","No","No","No","No","Yes","Yes","No","cc by 4.0"
"100","256","R_7F2KlogS24WiNGP","138","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2229894","Yes","Yes","Yes","","Yes","github","https://github.com/jonnyhuck/bmp-pathways-app","","","Yes,Unclear, specify why","clear steps and data. ","Yes","Yes","https://github.com/jonnyhuck/bmp-pathways-app","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","GNU General Public license v3.0","Yes","https://github.com/jonnyhuck/fuzzy-bayesian-inference","","","Yes","https://www.nisra.gov.uk/support/geography/northern-ireland-small-areas, https://github.com/jonnyhuck/bmp-pathways-app","Yes","Yes","Yes","https://github.com/jonnyhuck/bmp-pathways-app","Yes","Yes","Yes","Yes","Yes","Yes","Yes","GNN General Public License v3.0"
"100","222","R_7VdlL46T6AFSFY5","139","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2193829","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Service_Coverage_Optimization_for_Facility_Location_Considering_Line-Of-Sight_Coverage_in_Continuous_Demand_Space/19306649/1","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Service_Coverage_Optimization_for_Facility_Location_Considering_Line-Of-Sight_Coverage_in_Continuous_Demand_Space/19306649/1","Yes","Yes","Yes","Unclear","No","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Service_Coverage_Optimization_for_Facility_Location_Considering_Line-Of-Sight_Coverage_in_Continuous_Demand_Space/19306649/1","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Service_Coverage_Optimization_for_Facility_Location_Considering_Line-Of-Sight_Coverage_in_Continuous_Demand_Space/19306649/1","Yes","No","No","No","No","Yes","No",""
"100","196","R_7BI8bl9PX2SAWuB","140","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2193969","Yes","Yes","Yes","","Yes","github","https://github.com/bayertom/simplifyContourLinesAXS/tree/main/data","","","Yes","","Yes","Yes","https://github.com/bayertom/simplifyContourLinesAXS/tree/main/data","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2193969","","","Yes","https://github.com/bayertom/simplifyContourLinesAXS/tree/main/data","No","No","No","","Yes","No","No","No","Yes","Yes","No","GNU/GPL3"
"100","288","R_3ywcMxS5ZszuAuZ","141","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203218","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Travel_demand_for_public_transportation/20394165?file=36611052","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/Travel_demand_for_public_transportation/20394165?file=36611052","Yes","Yes","Yes","","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Travel_demand_for_public_transportation/20394165?file=36611052","","","No","","Yes","Yes","Unclear","https://figshare.com/articles/dataset/Travel_demand_for_public_transportation/20394165?file=36611052","Yes","No","Yes","No","No","Yes","No",""
"100","170","R_3gd2ETs8WLvjC92","142","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2204345","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Spatiotemporal_Flow_L-function/20217581","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/Spatiotemporal_Flow_L-function/20217581","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Spatiotemporal_Flow_L-function/20217581","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Spatiotemporal_Flow_L-function/20217581","Yes","No","No","No","No","Yes","No",""
"100","194","R_3Uv8gyeIWE5bwU9","143","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203212","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Geocomplexity_explains_spatial_errors/20500284/1?file=36699936","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/Geocomplexity_explains_spatial_errors/20500284/1?file=36699936","Yes","Yes","Yes","Yes","No","No","Unclear","Yes","Unclear","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203212","","","Yes","https://figshare.com/articles/dataset/Geocomplexity_explains_spatial_errors/20500284/1?file=36699936","No","Yes","Unclear","","Yes","No","Yes","Yes","No","Yes","No",""
"100","186","R_3q92qzffJravwdi","144","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2191674","Yes","Yes","Yes","","Yes","google drive","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2191674","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2191674","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2191674","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2191674","Unclear","Yes","Yes","","Yes","Unclear","Yes","Yes","No","Yes","Unclear",""
"100","189","R_3Z96nVNxGOvIEzD","145","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203199","Yes","Yes","Yes","","Yes","figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203199","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203199","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203199","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203199","Yes","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2203199","Yes","Unclear","Yes","Yes","Unclear","Yes","No",""
"100","191","R_3jYdGP90OccgLiV","146","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2204347","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/HeLP_RESULTS_v3_zip/21341694?file=40119694","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/software/HeLP_RESULTS_v3_zip/21341694?file=40119694","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/software/HeLP_RESULTS_v3_zip/21341694?file=40119694","","","No","","Yes","Yes","No","https://figshare.com/articles/software/HeLP_RESULTS_v3_zip/21341694?file=40119694","Yes","No","Yes","Yes","No","Yes","No",""
"100","302","R_3Q9QShNxnSuDXrO","147","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2206890","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Uncertainty_analysis_of_geodata_from_digital_map_processing_data_zip/22664086/2?file=40229455","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/software/Uncertainty_analysis_of_geodata_from_digital_map_processing_data_zip/22664086/2?file=40229455","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/software/Uncertainty_analysis_of_geodata_from_digital_map_processing_data_zip/22664086/2?file=40229455","","","No","","Yes","Yes","No","https://figshare.com/articles/software/Uncertainty_analysis_of_geodata_from_digital_map_processing_data_zip/22664086/2?file=40229455","No","No","No","No","No","Yes","No",""
"100","257","R_7JRCwHyvAr7iXmg","148","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2185783","Yes","Yes","Yes","","Partial, some code cannot be accessed","figshare","https://figshare.com/articles/dataset/Simulation_of_urban_perforation_after_random_vacant_plot_generation_Application_of_the_thinning_point_process/20473656/1","No reason was provided","","Unclear, specify why","only sample data is provided. ","Yes","Yes","https://figshare.com/articles/dataset/Simulation_of_urban_perforation_after_random_vacant_plot_generation_Application_of_the_thinning_point_process/20473656/1","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Partial, some data cannot be accessed","https://figshare.com/articles/dataset/Simulation_of_urban_perforation_after_random_vacant_plot_generation_Application_of_the_thinning_point_process/20473656/1","No reason was provided","","No","","Yes","No","No","https://figshare.com/articles/dataset/Simulation_of_urban_perforation_after_random_vacant_plot_generation_Application_of_the_thinning_point_process/20473656/1","Yes","No","No","No","No","Yes","No",""
"100","329","R_7n18WLSd95EFwb8","149","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2181351","Yes","Yes","Yes","","Partial, some code cannot be accessed","figshare","https://figshare.com/articles/dataset/flood_segmentation_and_assessment/20166323/1","No reason was provided","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/flood_segmentation_and_assessment/20166323/1","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","","Partial, some data cannot be accessed","https://figshare.com/articles/dataset/flood_segmentation_and_assessment/20166323/1","No reason was provided","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/flood_segmentation_and_assessment/20166323/1","No","No","No","No","No","Yes","No",""
"100","529","R_7J1S5PHDVnS7ZOE","150","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2189724","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/collections/Dataset_A_structural_catalogue_of_the_settlement_morphology_in_refugee_and_IDP_camps/6207238","","","Unclear, specify why","","Yes","Yes","https://figshare.com/collections/Dataset_A_structural_catalogue_of_the_settlement_morphology_in_refugee_and_IDP_camps/6207238","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/collections/Dataset_A_structural_catalogue_of_the_settlement_morphology_in_refugee_and_IDP_camps/6207238","","","Yes","https://figshare.com/collections/Dataset_A_structural_catalogue_of_the_settlement_morphology_in_refugee_and_IDP_camps/6207238","Yes","No","No","https://figshare.com/collections/Dataset_A_structural_catalogue_of_the_settlement_morphology_in_refugee_and_IDP_camps/6207238","Yes","Unclear","Yes","Yes","Unclear","Yes","No",""
"100","597","R_7M6zZYQHfBniDZs","151","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2170380","Yes","Yes","Yes","","Yes","figshare","https://mapas.ibge.gov.br/","","","Yes","","Yes","Yes","https://mapas.ibge.gov.br/","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://doi.org/10.6084/m9.figshare.19166327","","","Yes","https://mapas.ibge.gov.br/","Yes","Yes","Yes","https://mapas.ibge.gov.br/","Yes","Yes","Yes","Yes","Unclear","Yes","Unclear",""
"100","443","R_7aS3kBeFuTcjVK9","152","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2190371","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","","","No","","Yes","Yes","No","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","Yes","No","No","No","Unclear","Yes","Unclear",""
